,title
Biosensors and rapid diagnostic tests on the frontier between analytical and clinical chemistry for biomolecular diagnosis of dengue disease: A review,1
"Characterization of rhinovirus C from a 4-year-old boy with acute onset dilated cardiomyopathy in Jakarta, Indonesia",1
Innovations in HIV-1 Vaccine Design,1
Genetic and biological characterisation of an avian-like H1N2 swine influenza virus generated by reassortment of circulating avian-like H1N1 and H3N2 subtypes in Denmark,1
Antiviral innate immune response in non-myeloid cells is augmented by chloride ions via an increase in intracellular hypochlorous acid levels,1
Persistence of coronaviruses on inanimate surfaces and their inactivation with biocidal agents,1
SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor Article SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor,1
"Ebola viral disease in West Africa: a threat to global health, economy and political stability",1
Novel splicing and open reading frames revealed by long-read direct RNA sequencing of 1 adenovirus transcripts 2 3,1
Cryptosporidium and concurrent infections with other major enterophatogens in 1 to 30-day-old diarrheic dairy calves in central Spain,1
Molecular detection of microbes P941 Direct detection of Salmonella spp. in faecal specimens by real-time PCR assay P942 Multicentric evaluation of OnychodiagÒ for diagnosis of dermatophyte onychomycosis by PCR-ELISA P943 Validation of PCR-RFLP analysis of the gap gene as a useful tool for the species-level identification of staphylococcal isolates P944 Clonal complexity in coagulase negative Staphylococcus catheter-related bloodstream infection P945 Effect of treatment on Toxoplasma-specific IgG antibodies and IgG avidity maturation P947 Diagnosis of human brucellosis using AMOS PCR P948 Evaluation and comparison of molecular tests for identification of methicillin-resistant Staphylococcus aureus,1
Clostridioides difficile infection in dogs with chronic-recurring diarrhea responsive to dietary changes,1
Clinical studies on treatment of cerebral malaria with qinghaosu and its derivatives,1
Cost-effective length and timing of school closure during an influenza pandemic depend on the severity,1
Molecular Dynamics Simulations of Viral RNA Polymerases Link Conserved and Correlated Motions of Functional Elements to Fidelity,1
Comparative analysis of virus-specific antibodies and immunoglobulins in serum and cerebrospinal fluid of subacute measles virus-induced encephalomyelitis (SAME) in rats and subacute sclerosing panencephalitis (SSPE),1
Viperin Targets Flavivirus Virulence by Inducing Assembly of Noninfectious Capsid Particles,1
Using autoregressive integrated moving average (ARIMA) models to predict and monitor the number of beds occupied during a SARS outbreak in a tertiary hospital in Singapore,1
Sensitive detection and typing of porcine reproductive and respiratory syndrome virus by RT-PCR amplification of whole viral genes,1
NOTE Sterile nodular panniculitis with lung and lymph node involvement in a Siberian tiger (Panthera tigris altica),1
Reassuring and managing patients with concerns about swine flu: Qualitative interviews with callers to NHS Direct,1
"Viroporins, Examples of the Two-Stage Membrane Protein Folding Model",1
A decomposition-ensemble approach for tourism forecasting,1
Nucleic Acid Induced Interferon and Inflammasome Responses in Regulating Host Defense to Gastrointestinal Viruses,1
Molecular Characterization and Phylogenetic Analysis of Porcine Epidemic Diarrhea Viruses Associated with Outbreaks of Severe Diarrhea in Piglets in Jiangxi,1
Clinical Infectious Diseases PERCH Integrated Analysis for Etiology Estimation • CID 2017:64 (Suppl 3) • S213 Bayesian Estimation of Pneumonia Etiology: Epidemiologic Considerations and Applications to the Pneumonia Etiology Research for Child Health Study,1
A Serological Survey of Infectious Disease in Yellowstone National Park's Canid Community,1
Development of luciferase-linked antibody capture assay based on luciferase immunoprecipitation systems for antibody detection of porcine reproductive and respiratory syndrome virus,1
Coronavirus MHV-3-Induced Apoptosis in Macrophages,1
"Commentary Public Health in Big Cities: Looking Back, Looking Forward",1
Acute lung injury and acute respiratory distress syndrome: experimental and clinical investigations,1
Applications of machine learning techniques to a sensor-network-based prosthesis training system,1
Capacity building in health care professions within the Gulf cooperation council countries: paving the way forward,1
Social Support and Response to AIDS and Severe Acute Respiratory Syndrome,1
Canine and feline pregnancy loss due to viral and non-infectious causes: A review,1
Cooperativity Enables Non-neutralizing Antibodies to Neutralize Ebolavirus,1
EMBRYO IMPORTATION AND CRYOBANKING STRATEGIES FOR LABORATORY ANIMALS ANDWlLDLIFEsPECIES,1
Immunogenicity of eGFP-Marked Recombinant Lactobacillus casei against Transmissible Gastroenteritis Virus and Porcine Epidemic Diarrhea Virus,1
Human immunopathogenesis of severe acute respiratory syndrome (SARS),1
The Ultrastructure of Multinucleate Giant Cells,1
Innate immune restriction and antagonism of viral RNA lacking 2'-O methylation,1
Quercetin 7-rhamnoside reduces porcine epidemic diarrhea virus replication via independent pathway of viral induced reactive oxygen species,1
"The 2 nd International Workshop on Pervasive and Ambient Applications, Systems and Technologies for Healthcare (PASTH 2012) HAIKU: A Semantic Framework for Surveillance of Healthcare-Associated Infections peer-review under responsibility of [name organizer]",1
Effectiveness of Noninvasive Positive Pressure Ventilation in the Treatment of Acute Respiratory Failure in Severe Acute Respiratory Syndrome*,1
Expression of Foot-and-Mouth Disease Virus Capsid Proteins in Silkworm-Baculovirus Expression System and Its Utilization as a Subunit Vaccine,1
"Two predominant MUPs, OBP3 and MUP13, are male pheromones in rats",1
A Clustering of RNA Recombination Sites Adjacent to a Hypervariable Region of the Peplomer Gene of Murine Coronavirus,1
The Myeloid LSECtin Is a DAP12-Coupled Receptor That Is Crucial for Inflammatory Response Induced by Ebola Virus Glycoprotein a11111 OPEN ACCESS,1
Compartmentalized intrathecal immunoglobulin synthesis during HIV infection -A model of chronic CNS inflammation?,1
Seminar Viral pneumonia,1
IILLS: predicting virus-receptor interactions based on similarity and semi-supervised learning,1
Treatment of Severe Acute Respiratory Syndrome With Glucosteroids* The Guangzhou Experience,1
Improving Evidence Based Bronchiolitis Care,1
Serum haptoglobin as an indicator of the acute phase response in bovine respiratory disease,1
A rapid immunochromatographic test strip for detecting rabies virus antibody,1
Challenges of the Unknown: Clinical Application of Microbial Metagenomics,1
Etiology of bronchiolitis in a hospitalized pediatric population: Prospective multicenter study,1
Discovery and Partial Genomic Characterisation of a Novel Nidovirus Associated with Respiratory Disease in Wild Shingleback Lizards (Tiliqua rugosa),1
"Perturbation of Wound Healing, Cytoskeletal Organization and Cellular Protein Networks during Hazara Virus Infection",1
Mutation of Ebola virus VP35 Ser129 uncouples interferon antagonist and replication functions,1
Selection of key recommendations for quality indicators describing good quality outbreak response,1
Infection preventionists' experience during the first months of the 2009 novel H1N1 influenza A pandemic,1
Relationship between asymptomatic rotavirus infection and jaundice in neonates: a retrospective study,1
State of diagnosing infectious pathogens using colloidal nanomaterials,1
ARTICLE Evaluation of candidate vaccine approaches for MERS-CoV,1
Viral Long-Term Evolutionary Strategies Favor Stability over Proliferation,1
"Hematopoietic stem Cell transplantation in an Infant with Immunodeficiency, Centromeric Instability, and Facial anomaly syndrome",1
Use of baculovirus expression system for generation of virus-like particles: Successes and challenges,1
Detection of Viral Proteins in Human Cells Lines by Xeno- Proteomics: Elimination of the Last Valid Excuse for Not Testing Every Cellular Proteome Dataset for Viral Proteins,1
Effect of Experimentally-induced Villus Atrophy on Adhesion of K88ac-positive Escherichia coli in Just-weaned Piglets,1
Erratum to ''Complete genome comparison of porcine reproductive and respiratory syndrome virus parental and attenuated strains'',1
Identification and characterization of GLDC as host susceptibility gene to severe influenza,1
A Case-Control Study Assessing the Impact of Nonventilated Hospital-Acquired Pneumonia on Patient Outcomes,1
Seroprevalence and genotyping of avian infectious bronchitis virus detected from Iranian unvaccinated backyard chickens,1
Evolutionary characterization of the emerging porcine epidemic diarrhea virus worldwide and 2014 epidemic in Taiwan,1
Mapping the drivers of within-host pathogen evolution using massive data sets: Supplementary Information,1
Elicitation of neutralizing antibodies by intranasal administration of recombinant vesicular stomatitis virus expressing human immunodeficiency virus type 1 gp120,1
Global Health: Gover nance and Policy Development,1
Efficient oligonucleotide probe selection for pan-genomic tiling arrays,1
Mini-review Anti-inflammatory properties of Type I interferons,1
These Viruses in Cell Culture,1
Prevalence and Seasonal Distribution of Respiratory Viruses During the 2014 -2015 Season in Istanbul,1
Basic Adaptive immunity Research Article IFITM proteins drive type 2 T helper cell differentiation and exacerbate allergic airway inflammation,1
Presence of Infectious Bronchitis Virus Strain CK/CH/LDL/97I in the Middle East,1
"Structurally-and dynamically-driven allostery of the chymotrypsin- like proteases of SARS, Dengue and Zika viruses",1
"Hendra virus in Queensland, Australia, during the winter of 2011: Veterinarians on the path to better management strategies",1
ress Co-Infections in Children Hospitalised for Bronchiolitis: Role of Roomsharing,1
Modulation of Stop Codon Read-Through Efficiency and Its Effect on the Replication of Murine Leukemia Virus,1
